"id" "baseMean" "baseMeanA" "baseMeanB" "foldChange" "log2FoldChange" "DESeq_pval" "DESeq_padj" "samples" "DGEClust_pval" "DGEClust_padj"
"221" "cluster_421" 377.4687534538 603.203698424306 151.733808483294 0.25154654866947 -1.99110269954579 1.83689280960358e-12 1.32777869138629e-11 "KRAUS_UNC" 0 0
"222" "cluster_423" 90.5704725242291 167.375408799883 13.7655362485757 0.0822434809705772 -3.60395486161563 0.0199473526361054 0.0323597551653837 "KRAUS_UNC" 0.504686914135733 0.0666728784495824
"227" "cluster_431" 538.783389831419 392.583148297418 684.983631365419 1.74481160064079 0.803071267096861 0.00780818521605472 0.0137150773320001 "KRAUS_UNC" 0.474315710536183 0.0596665494511632
"228" "cluster_435" 159.93043996177 128.533286376849 191.327593546691 1.48854509940511 0.573902932494611 0.0345508826121297 0.0534819346183792 "KRAUS_UNC" 0.0816147981502312 0.00707188722784517
"230" "cluster_437" 322.259007348807 454.970634383202 189.547380314411 0.416614537268714 -1.26321491350312 2.35411930629481e-06 7.48757005252482e-06 "KRAUS_UNC" 0 0
"233" "cluster_440" 39.6114281219299 70.7643352711834 8.45852097267646 0.119530847569778 -3.06454510937694 1.38473257550139e-11 8.98350053136913e-11 "KRAUS_UNC" 0 0
"234" "cluster_442" 1404.20369446019 2507.05861369129 301.348775229091 0.120200131573868 -3.05648961962976 9.37167098096742e-11 5.45981428791684e-10 "KRAUS_UNC" 0 0
"237" "cluster_449" 195.59039418196 140.256012601883 250.924775762037 1.78904826329469 0.839192307611564 0.00205582960729202 0.0040111799002593 "KRAUS_UNC" 0 0
"238" "cluster_451" 684.215021470976 412.849147991013 955.580894950938 2.3146006225299 1.21076328221045 9.03166272630371e-06 2.64291804727238e-05 "KRAUS_UNC" 0 0
"239" "cluster_452" 150.470017519697 218.756336393743 82.1836986456511 0.375686025833452 -1.4124006409671 7.28161735356783e-07 2.4919943266521e-06 "KRAUS_UNC" 0 0
"243" "cluster_456" 177.34483452103 139.373269798368 215.316399243693 1.54489020423495 0.627504309045867 0.0439937702383918 0.0665303981263325 "KRAUS_UNC" 0.316210473690789 0.0350184651884715
"244" "cluster_460" 1071.02697631969 454.036362337393 1688.01759030199 3.71780264825492 1.89445018985378 1.6410877430875e-11 1.05395635127356e-10 "KRAUS_UNC" 0 0
"245" "cluster_461" 1017.13982957131 713.830967706829 1320.44869143579 1.84980583803714 0.887373848470545 0.000746435374743745 0.00158156059799444 "KRAUS_UNC" 0.0147481564804399 0.00113609216569448
"247" "cluster_463" 731.512115767642 613.333319900584 849.6909116347 1.38536564713691 0.470266804931316 0.0551689689371719 0.0815471229800805 "KRAUS_UNC" 0.0227471566054243 0.00188613476074739
"248" "cluster_464" 392.769408058576 197.965104463118 587.573711654035 2.96806709064983 1.56952370323023 7.46116807408445e-05 0.000187222024601848 "KRAUS_UNC" 0.0177477815273091 0.00137175220698658
"249" "cluster_466" 1525.71327787926 2173.11356450359 878.31299125494 0.404172614630739 -1.30695652199427 4.41924102118222e-06 1.35056926554268e-05 "KRAUS_UNC" 0.00649918760154981 0.000400095635749437
