	Posteriors	FDR
6949	0.0	0.0
6944	0.0	0.0
6943	0.0	0.0
6878	0.0	0.0
6888	0.0	0.0
6889	0.0	0.0
6893	0.0	0.0
6894	0.0	0.0
6896	0.0	0.0
6899	0.0	0.0
6904	0.0	0.0
6905	0.0	0.0
6907	0.0	0.0
6908	0.0	0.0
6910	0.0	0.0
6911	0.0	0.0
6913	0.0	0.0
6914	0.0	0.0
6918	0.0	0.0
6920	0.0	0.0
6921	0.0	0.0
6922	0.0	0.0
6929	0.0	0.0
6930	0.0	0.0
6933	0.0	0.0
6936	0.0	0.0
6937	0.0	0.0
6942	0.0	0.0
6875	0.0	0.0
5740	0.0	0.0
6703	0.0	0.0
6699	0.0	0.0
6468	0.0	0.0
6471	0.0	0.0
6478	0.0	0.0
6481	0.0	0.0
6484	0.0	0.0
6486	0.0	0.0
6489	0.0	0.0
6492	0.0	0.0
6499	0.0	0.0
6506	0.0	0.0
6509	0.0	0.0
6465	0.0	0.0
